2008-08-21 00:00:00   7.7716210000E+01     
2008-08-22 00:00:00   7.7716210000E+01     
2008-08-23 00:00:00   7.7716210000E+01     
2008-08-24 00:00:00   7.7716210000E+01     
2008-08-25 00:00:00   7.7716210000E+01     
2008-08-26 00:00:00   7.7716210000E+01     
2008-08-27 00:00:00   7.7716210000E+01     
2008-08-28 00:00:00   7.7716210000E+01     
2008-08-29 00:00:00   7.7716210000E+01     
2008-08-30 00:00:00   7.7716210000E+01     
2008-08-31 00:00:00   7.7439260000E+01     
2008-09-01 00:00:00   7.7439260000E+01     
2008-09-02 00:00:00   7.7439260000E+01     
2008-09-03 00:00:00   7.7439260000E+01     
2008-09-04 00:00:00   7.7439260000E+01     
2008-09-05 00:00:00   7.7439260000E+01     
2008-09-06 00:00:00   7.7439260000E+01     
2008-09-07 00:00:00   7.7439260000E+01     
2008-09-08 00:00:00   7.7439260000E+01     
2008-09-09 00:00:00   7.7439260000E+01     
2008-09-10 00:00:00   7.7439260000E+01     
2008-09-11 00:00:00   7.7439260000E+01     
2008-09-12 00:00:00   7.7439260000E+01     
2008-09-13 00:00:00   7.7439260000E+01     
2008-09-14 00:00:00   7.7439260000E+01     
2008-09-15 00:00:00   7.7439260000E+01     
2008-09-16 00:00:00   7.7439260000E+01     
2008-09-17 00:00:00   7.7439260000E+01     
2008-09-18 00:00:00   7.7439260000E+01     
2008-09-19 00:00:00   7.7439260000E+01     
2008-09-20 00:00:00   7.7439260000E+01     
2008-09-21 00:00:00   7.7439260000E+01     
2008-09-22 00:00:00   7.7439260000E+01     
2008-09-23 00:00:00   7.7439260000E+01     
2008-09-24 00:00:00   7.7439260000E+01     
2008-09-25 00:00:00   7.7439260000E+01     
2008-09-26 00:00:00   7.7439260000E+01     
2008-09-27 00:00:00   7.7439260000E+01     
2008-09-28 00:00:00   7.7439260000E+01     
2008-09-29 00:00:00   7.7439260000E+01     
2008-09-30 00:00:00   7.7158170000E+01     
2008-10-01 00:00:00   7.7158170000E+01     
2008-10-02 00:00:00   7.7158170000E+01     
2008-10-03 00:00:00   7.7158170000E+01     
2008-10-04 00:00:00   7.7158170000E+01     
2008-10-05 00:00:00   7.7158170000E+01     
2008-10-06 00:00:00   7.7158170000E+01     
2008-10-07 00:00:00   7.7158170000E+01     
2008-10-08 00:00:00   7.7158170000E+01     
2008-10-09 00:00:00   7.7158170000E+01     
2008-10-10 00:00:00   7.7158170000E+01     
2008-10-11 00:00:00   7.7158170000E+01     
2008-10-12 00:00:00   7.7158170000E+01     
2008-10-13 00:00:00   7.7158170000E+01     
2008-10-14 00:00:00   7.7158170000E+01     
2008-10-15 00:00:00   7.7158170000E+01     
2008-10-16 00:00:00   7.7158170000E+01     
2008-10-17 00:00:00   7.7158170000E+01     
2008-10-18 00:00:00   7.7158170000E+01     
2008-10-19 00:00:00   7.7158170000E+01     
2008-10-20 00:00:00   7.7158170000E+01     
2008-10-21 00:00:00   7.7158170000E+01     
2008-10-22 00:00:00   7.7158170000E+01     
2008-10-23 00:00:00   7.7158170000E+01     
2008-10-24 00:00:00   7.7158170000E+01     
2008-10-25 00:00:00   7.7158170000E+01     
2008-10-26 00:00:00   7.7158170000E+01     
2008-10-27 00:00:00   7.7158170000E+01     
2008-10-28 00:00:00   7.7158170000E+01     
2008-10-29 00:00:00   7.7158170000E+01     
2008-10-30 00:00:00   7.7158170000E+01     
2008-10-31 00:00:00   7.6886130000E+01     
2008-11-01 00:00:00   7.6886130000E+01     
2008-11-02 00:00:00   7.6886130000E+01     
2008-11-03 00:00:00   7.6886130000E+01     
2008-11-04 00:00:00   7.6886130000E+01     
2008-11-05 00:00:00   7.6886130000E+01     
2008-11-06 00:00:00   7.6886130000E+01     
2008-11-07 00:00:00   7.6886130000E+01     
2008-11-08 00:00:00   7.6886130000E+01     
2008-11-09 00:00:00   7.6886130000E+01     
2008-11-10 00:00:00   7.6886130000E+01     
2008-11-11 00:00:00   7.6886130000E+01     
2008-11-12 00:00:00   7.6886130000E+01     
2008-11-13 00:00:00   7.6886130000E+01     
2008-11-14 00:00:00   7.6886130000E+01     
2008-11-15 00:00:00   7.6886130000E+01     
2008-11-16 00:00:00   7.6886130000E+01     
2008-11-17 00:00:00   7.6886130000E+01     
2008-11-18 00:00:00   7.6886130000E+01     
2008-11-19 00:00:00   7.6886130000E+01     
2008-11-20 00:00:00   7.6886130000E+01     
2008-11-21 00:00:00   7.6886130000E+01     
2008-11-22 00:00:00   7.6886130000E+01     
2008-11-23 00:00:00   7.6886130000E+01     
2008-11-24 00:00:00   7.6886130000E+01     
2008-11-25 00:00:00   7.6886130000E+01     
2008-11-26 00:00:00   7.6886130000E+01     
2008-11-27 00:00:00   7.6886130000E+01     
2008-11-28 00:00:00   7.6886130000E+01     
2008-11-29 00:00:00   7.6886130000E+01     
2008-11-30 00:00:00   7.6656410000E+01     
2008-12-01 00:00:00   7.6656410000E+01     
2008-12-02 00:00:00   7.6656410000E+01     
2008-12-03 00:00:00   7.6656410000E+01     
2008-12-04 00:00:00   7.6656410000E+01     
2008-12-05 00:00:00   7.6656410000E+01     
2008-12-06 00:00:00   7.6656410000E+01     
2008-12-07 00:00:00   7.6656410000E+01     
2008-12-08 00:00:00   7.6656410000E+01     
2008-12-09 00:00:00   7.6656410000E+01     
2008-12-10 00:00:00   7.6656410000E+01     
2008-12-11 00:00:00   7.6656410000E+01     
2008-12-12 00:00:00   7.6656410000E+01     
2008-12-13 00:00:00   7.6656410000E+01     
2008-12-14 00:00:00   7.6656410000E+01     
2008-12-15 00:00:00   7.6656410000E+01     
2008-12-16 00:00:00   7.6656410000E+01     
2008-12-17 00:00:00   7.6656410000E+01     
2008-12-18 00:00:00   7.6656410000E+01     
2008-12-19 00:00:00   7.6656410000E+01     
2008-12-20 00:00:00   7.6656410000E+01     
2008-12-21 00:00:00   7.6656410000E+01     
2008-12-22 00:00:00   7.6656410000E+01     
2008-12-23 00:00:00   7.6656410000E+01     
2008-12-24 00:00:00   7.6656410000E+01     
2008-12-25 00:00:00   7.6656410000E+01     
2008-12-26 00:00:00   7.6656410000E+01     
2008-12-27 00:00:00   7.6656410000E+01     
2008-12-28 00:00:00   7.6656410000E+01     
2008-12-29 00:00:00   7.6656410000E+01     
2008-12-30 00:00:00   7.6656410000E+01     
2008-12-31 00:00:00   7.6721950000E+01     
2009-01-01 00:00:00   7.6721950000E+01     
2009-01-02 00:00:00   7.6721950000E+01     
2009-01-03 00:00:00   7.6721950000E+01     
2009-01-04 00:00:00   7.6721950000E+01     
2009-01-05 00:00:00   7.6721950000E+01     
2009-01-06 00:00:00   7.6721950000E+01     
2009-01-07 00:00:00   7.6721950000E+01     
2009-01-08 00:00:00   7.6721950000E+01     
2009-01-09 00:00:00   7.6721950000E+01     
2009-01-10 00:00:00   7.6721950000E+01     
2009-01-11 00:00:00   7.6721950000E+01     
2009-01-12 00:00:00   7.6721950000E+01     
2009-01-13 00:00:00   7.6721950000E+01     
2009-01-14 00:00:00   7.6721950000E+01     
2009-01-15 00:00:00   7.6721950000E+01     
2009-01-16 00:00:00   7.6721950000E+01     
2009-01-17 00:00:00   7.6721950000E+01     
2009-01-18 00:00:00   7.6721950000E+01     
2009-01-19 00:00:00   7.6721950000E+01     
2009-01-20 00:00:00   7.6721950000E+01     
2009-01-21 00:00:00   7.6721950000E+01     
2009-01-22 00:00:00   7.6721950000E+01     
2009-01-23 00:00:00   7.6721950000E+01     
2009-01-24 00:00:00   7.6721950000E+01     
2009-01-25 00:00:00   7.6721950000E+01     
2009-01-26 00:00:00   7.6721950000E+01     
2009-01-27 00:00:00   7.6721950000E+01     
2009-01-28 00:00:00   7.6721950000E+01     
2009-01-29 00:00:00   7.6721950000E+01     
2009-01-30 00:00:00   7.6721950000E+01     
2009-01-31 00:00:00   7.6884740000E+01     
2009-02-01 00:00:00   7.6884740000E+01     
2009-02-02 00:00:00   7.6884740000E+01     
2009-02-03 00:00:00   7.6884740000E+01     
2009-02-04 00:00:00   7.6884740000E+01     
2009-02-05 00:00:00   7.6884740000E+01     
2009-02-06 00:00:00   7.6884740000E+01     
2009-02-07 00:00:00   7.6884740000E+01     
2009-02-08 00:00:00   7.6884740000E+01     
2009-02-09 00:00:00   7.6884740000E+01     
2009-02-10 00:00:00   7.6884740000E+01     
2009-02-11 00:00:00   7.6884740000E+01     
2009-02-12 00:00:00   7.6884740000E+01     
2009-02-13 00:00:00   7.6884740000E+01     
2009-02-14 00:00:00   7.6884740000E+01     
2009-02-15 00:00:00   7.6884740000E+01     
2009-02-16 00:00:00   7.6884740000E+01     
2009-02-17 00:00:00   7.6884740000E+01     
2009-02-18 00:00:00   7.6884740000E+01     
2009-02-19 00:00:00   7.6884740000E+01     
2009-02-20 00:00:00   7.6884740000E+01     
2009-02-21 00:00:00   7.6884740000E+01     
2009-02-22 00:00:00   7.6884740000E+01     
2009-02-23 00:00:00   7.6884740000E+01     
2009-02-24 00:00:00   7.6884740000E+01     
2009-02-25 00:00:00   7.6884740000E+01     
2009-02-26 00:00:00   7.6884740000E+01     
2009-02-27 00:00:00   7.6884740000E+01     
2009-02-28 00:00:00   7.7318280000E+01     
2009-03-01 00:00:00   7.7318280000E+01     
2009-03-02 00:00:00   7.7318280000E+01     
2009-03-03 00:00:00   7.7318280000E+01     
2009-03-04 00:00:00   7.7318280000E+01     
2009-03-05 00:00:00   7.7318280000E+01     
2009-03-06 00:00:00   7.7318280000E+01     
2009-03-07 00:00:00   7.7318280000E+01     
2009-03-08 00:00:00   7.7318280000E+01     
2009-03-09 00:00:00   7.7318280000E+01     
2009-03-10 00:00:00   7.7318280000E+01     
2009-03-11 00:00:00   7.7318280000E+01     
2009-03-12 00:00:00   7.7318280000E+01     
2009-03-13 00:00:00   7.7318280000E+01     
2009-03-14 00:00:00   7.7318280000E+01     
2009-03-15 00:00:00   7.7318280000E+01     
2009-03-16 00:00:00   7.7318280000E+01     
2009-03-17 00:00:00   7.7318280000E+01     
2009-03-18 00:00:00   7.7318280000E+01     
2009-03-19 00:00:00   7.7318280000E+01     
2009-03-20 00:00:00   7.7318280000E+01     
2009-03-21 00:00:00   7.7318280000E+01     
2009-03-22 00:00:00   7.7318280000E+01     
2009-03-23 00:00:00   7.7318280000E+01     
2009-03-24 00:00:00   7.7318280000E+01     
2009-03-25 00:00:00   7.7318280000E+01     
2009-03-26 00:00:00   7.7318280000E+01     
2009-03-27 00:00:00   7.7318280000E+01     
2009-03-28 00:00:00   7.7318280000E+01     
2009-03-29 00:00:00   7.7318280000E+01     
2009-03-30 00:00:00   7.7318280000E+01     
2009-03-31 00:00:00   7.7558150000E+01     
2009-04-01 00:00:00   7.7558150000E+01     
2009-04-02 00:00:00   7.7558150000E+01     
2009-04-03 00:00:00   7.7558150000E+01     
2009-04-04 00:00:00   7.7558150000E+01     
2009-04-05 00:00:00   7.7558150000E+01     
2009-04-06 00:00:00   7.7558150000E+01     
2009-04-07 00:00:00   7.7558150000E+01     
2009-04-08 00:00:00   7.7558150000E+01     
2009-04-09 00:00:00   7.7558150000E+01     
2009-04-10 00:00:00   7.7558150000E+01     
2009-04-11 00:00:00   7.7558150000E+01     
2009-04-12 00:00:00   7.7558150000E+01     
2009-04-13 00:00:00   7.7558150000E+01     
2009-04-14 00:00:00   7.7558150000E+01     
2009-04-15 00:00:00   7.7558150000E+01     
2009-04-16 00:00:00   7.7558150000E+01     
2009-04-17 00:00:00   7.7558150000E+01     
2009-04-18 00:00:00   7.7558150000E+01     
2009-04-19 00:00:00   7.7558150000E+01     
2009-04-20 00:00:00   7.7558150000E+01     
2009-04-21 00:00:00   7.7558150000E+01     
2009-04-22 00:00:00   7.7558150000E+01     
2009-04-23 00:00:00   7.7558150000E+01     
2009-04-24 00:00:00   7.7558150000E+01     
2009-04-25 00:00:00   7.7558150000E+01     
2009-04-26 00:00:00   7.7558150000E+01     
2009-04-27 00:00:00   7.7558150000E+01     
2009-04-28 00:00:00   7.7558150000E+01     
2009-04-29 00:00:00   7.7558150000E+01     
2009-04-30 00:00:00   7.7544530000E+01     
2009-05-01 00:00:00   7.7544530000E+01     
2009-05-02 00:00:00   7.7544530000E+01     
2009-05-03 00:00:00   7.7544530000E+01     
2009-05-04 00:00:00   7.7544530000E+01     
2009-05-05 00:00:00   7.7544530000E+01     
2009-05-06 00:00:00   7.7544530000E+01     
2009-05-07 00:00:00   7.7544530000E+01     
2009-05-08 00:00:00   7.7544530000E+01     
2009-05-09 00:00:00   7.7544530000E+01     
2009-05-10 00:00:00   7.7544530000E+01     
2009-05-11 00:00:00   7.7544530000E+01     
2009-05-12 00:00:00   7.7544530000E+01     
2009-05-13 00:00:00   7.7544530000E+01     
2009-05-14 00:00:00   7.7544530000E+01     
2009-05-15 00:00:00   7.7544530000E+01     
2009-05-16 00:00:00   7.7544530000E+01     
2009-05-17 00:00:00   7.7544530000E+01     
2009-05-18 00:00:00   7.7544530000E+01     
2009-05-19 00:00:00   7.7544530000E+01     
2009-05-20 00:00:00   7.7544530000E+01     
2009-05-21 00:00:00   7.7544530000E+01     
2009-05-22 00:00:00   7.7544530000E+01     
2009-05-23 00:00:00   7.7544530000E+01     
2009-05-24 00:00:00   7.7544530000E+01     
2009-05-25 00:00:00   7.7544530000E+01     
2009-05-26 00:00:00   7.7544530000E+01     
2009-05-27 00:00:00   7.7544530000E+01     
2009-05-28 00:00:00   7.7544530000E+01     
2009-05-29 00:00:00   7.7544530000E+01     
2009-05-30 00:00:00   7.7544530000E+01     
2009-05-31 00:00:00   7.7385480000E+01     
2009-06-01 00:00:00   7.7385480000E+01     
2009-06-02 00:00:00   7.7385480000E+01     
2009-06-03 00:00:00   7.7385480000E+01     
2009-06-04 00:00:00   7.7385480000E+01     
2009-06-05 00:00:00   7.7385480000E+01     
2009-06-06 00:00:00   7.7385480000E+01     
2009-06-07 00:00:00   7.7385480000E+01     
2009-06-08 00:00:00   7.7385480000E+01     
2009-06-09 00:00:00   7.7385480000E+01     
2009-06-10 00:00:00   7.7385480000E+01     
2009-06-11 00:00:00   7.7385480000E+01     
2009-06-12 00:00:00   7.7385480000E+01     
2009-06-13 00:00:00   7.7385480000E+01     
2009-06-14 00:00:00   7.7385480000E+01     
2009-06-15 00:00:00   7.7385480000E+01     
2009-06-16 00:00:00   7.7385480000E+01     
2009-06-17 00:00:00   7.7385480000E+01     
2009-06-18 00:00:00   7.7385480000E+01     
2009-06-19 00:00:00   7.7385480000E+01     
2009-06-20 00:00:00   7.7385480000E+01     
2009-06-21 00:00:00   7.7385480000E+01     
2009-06-22 00:00:00   7.7385480000E+01     
2009-06-23 00:00:00   7.7385480000E+01     
2009-06-24 00:00:00   7.7385480000E+01     
2009-06-25 00:00:00   7.7385480000E+01     
2009-06-26 00:00:00   7.7385480000E+01     
2009-06-27 00:00:00   7.7385480000E+01     
2009-06-28 00:00:00   7.7385480000E+01     
2009-06-29 00:00:00   7.7385480000E+01     
2009-06-30 00:00:00   7.7166530000E+01     
2009-07-01 00:00:00   7.7166530000E+01     
2009-07-02 00:00:00   7.7166530000E+01     
2009-07-03 00:00:00   7.7166530000E+01     
2009-07-04 00:00:00   7.7166530000E+01     
2009-07-05 00:00:00   7.7166530000E+01     
2009-07-06 00:00:00   7.7166530000E+01     
2009-07-07 00:00:00   7.7166530000E+01     
2009-07-08 00:00:00   7.7166530000E+01     
2009-07-09 00:00:00   7.7166530000E+01     
2009-07-10 00:00:00   7.7166530000E+01     
2009-07-11 00:00:00   7.7166530000E+01     
2009-07-12 00:00:00   7.7166530000E+01     
2009-07-13 00:00:00   7.7166530000E+01     
2009-07-14 00:00:00   7.7166530000E+01     
2009-07-15 00:00:00   7.7166530000E+01     
2009-07-16 00:00:00   7.7166530000E+01     
2009-07-17 00:00:00   7.7166530000E+01     
2009-07-18 00:00:00   7.7166530000E+01     
2009-07-19 00:00:00   7.7166530000E+01     
2009-07-20 00:00:00   7.7166530000E+01     
2009-07-21 00:00:00   7.7166530000E+01     
2009-07-22 00:00:00   7.7166530000E+01     
2009-07-23 00:00:00   7.7166530000E+01     
2009-07-24 00:00:00   7.7166530000E+01     
2009-07-25 00:00:00   7.7166530000E+01     
2009-07-26 00:00:00   7.7166530000E+01     
2009-07-27 00:00:00   7.7166530000E+01     
2009-07-28 00:00:00   7.7166530000E+01     
2009-07-29 00:00:00   7.7166530000E+01     
2009-07-30 00:00:00   7.7166530000E+01     
2009-07-31 00:00:00   7.6922630000E+01     
2009-08-01 00:00:00   7.6922630000E+01     
2009-08-02 00:00:00   7.6922630000E+01     
2009-08-03 00:00:00   7.6922630000E+01     
2009-08-04 00:00:00   7.6922630000E+01     
2009-08-05 00:00:00   7.6922630000E+01     
2009-08-06 00:00:00   7.6922630000E+01     
2009-08-07 00:00:00   7.6922630000E+01     
2009-08-08 00:00:00   7.6922630000E+01     
2009-08-09 00:00:00   7.6922630000E+01     
2009-08-10 00:00:00   7.6922630000E+01     
2009-08-11 00:00:00   7.6922630000E+01     
2009-08-12 00:00:00   7.6922630000E+01     
2009-08-13 00:00:00   7.6922630000E+01     
2009-08-14 00:00:00   7.6922630000E+01     
2009-08-15 00:00:00   7.6922630000E+01     
2009-08-16 00:00:00   7.6922630000E+01     
2009-08-17 00:00:00   7.6922630000E+01     
2009-08-18 00:00:00   7.6922630000E+01     
2009-08-19 00:00:00   7.6922630000E+01     
2009-08-20 00:00:00   7.6922630000E+01     
2009-08-21 00:00:00   7.6922630000E+01     
2009-08-22 00:00:00   7.6922630000E+01     
2009-08-23 00:00:00   7.6922630000E+01     
2009-08-24 00:00:00   7.6922630000E+01     
2009-08-25 00:00:00   7.6922630000E+01     
2009-08-26 00:00:00   7.6922630000E+01     
2009-08-27 00:00:00   7.6922630000E+01     
2009-08-28 00:00:00   7.6922630000E+01     
2009-08-29 00:00:00   7.6922630000E+01     
2009-08-30 00:00:00   7.6922630000E+01     
2009-08-31 00:00:00   7.6687370000E+01     
2009-09-01 00:00:00   7.6687370000E+01     
2009-09-02 00:00:00   7.6687370000E+01     
2009-09-03 00:00:00   7.6687370000E+01     
2009-09-04 00:00:00   7.6687370000E+01     
2009-09-05 00:00:00   7.6687370000E+01     
2009-09-06 00:00:00   7.6687370000E+01     
2009-09-07 00:00:00   7.6687370000E+01     
2009-09-08 00:00:00   7.6687370000E+01     
2009-09-09 00:00:00   7.6687370000E+01     
2009-09-10 00:00:00   7.6687370000E+01     
2009-09-11 00:00:00   7.6687370000E+01     
2009-09-12 00:00:00   7.6687370000E+01     
2009-09-13 00:00:00   7.6687370000E+01     
2009-09-14 00:00:00   7.6687370000E+01     
2009-09-15 00:00:00   7.6687370000E+01     
2009-09-16 00:00:00   7.6687370000E+01     
2009-09-17 00:00:00   7.6687370000E+01     
2009-09-18 00:00:00   7.6687370000E+01     
2009-09-19 00:00:00   7.6687370000E+01     
2009-09-20 00:00:00   7.6687370000E+01     
2009-09-21 00:00:00   7.6687370000E+01     
2009-09-22 00:00:00   7.6687370000E+01     
2009-09-23 00:00:00   7.6687370000E+01     
2009-09-24 00:00:00   7.6687370000E+01     
2009-09-25 00:00:00   7.6687370000E+01     
2009-09-26 00:00:00   7.6687370000E+01     
2009-09-27 00:00:00   7.6687370000E+01     
2009-09-28 00:00:00   7.6687370000E+01     
2009-09-29 00:00:00   7.6687370000E+01     
2009-09-30 00:00:00   7.6479270000E+01     
2009-10-01 00:00:00   7.6479270000E+01     
2009-10-02 00:00:00   7.6479270000E+01     
2009-10-03 00:00:00   7.6479270000E+01     
2009-10-04 00:00:00   7.6479270000E+01     
2009-10-05 00:00:00   7.6479270000E+01     
2009-10-06 00:00:00   7.6479270000E+01     
2009-10-07 00:00:00   7.6479270000E+01     
2009-10-08 00:00:00   7.6479270000E+01     
2009-10-09 00:00:00   7.6479270000E+01     
2009-10-10 00:00:00   7.6479270000E+01     
2009-10-11 00:00:00   7.6479270000E+01     
2009-10-12 00:00:00   7.6479270000E+01     
2009-10-13 00:00:00   7.6479270000E+01     
2009-10-14 00:00:00   7.6479270000E+01     
2009-10-15 00:00:00   7.6479270000E+01     
2009-10-16 00:00:00   7.6479270000E+01     
2009-10-17 00:00:00   7.6479270000E+01     
2009-10-18 00:00:00   7.6479270000E+01     
2009-10-19 00:00:00   7.6479270000E+01     
2009-10-20 00:00:00   7.6479270000E+01     
2009-10-21 00:00:00   7.6479270000E+01     
2009-10-22 00:00:00   7.6479270000E+01     
2009-10-23 00:00:00   7.6479270000E+01     
2009-10-24 00:00:00   7.6479270000E+01     
2009-10-25 00:00:00   7.6479270000E+01     
2009-10-26 00:00:00   7.6479270000E+01     
2009-10-27 00:00:00   7.6479270000E+01     
2009-10-28 00:00:00   7.6479270000E+01     
2009-10-29 00:00:00   7.6479270000E+01     
2009-10-30 00:00:00   7.6479270000E+01     
2009-10-31 00:00:00   7.6293310000E+01     
2009-11-01 00:00:00   7.6293310000E+01     
2009-11-02 00:00:00   7.6293310000E+01     
2009-11-03 00:00:00   7.6293310000E+01     
2009-11-04 00:00:00   7.6293310000E+01     
2009-11-05 00:00:00   7.6293310000E+01     
2009-11-06 00:00:00   7.6293310000E+01     
2009-11-07 00:00:00   7.6293310000E+01     
2009-11-08 00:00:00   7.6293310000E+01     
2009-11-09 00:00:00   7.6293310000E+01     
2009-11-10 00:00:00   7.6293310000E+01     
2009-11-11 00:00:00   7.6293310000E+01     
2009-11-12 00:00:00   7.6293310000E+01     
2009-11-13 00:00:00   7.6293310000E+01     
2009-11-14 00:00:00   7.6293310000E+01     
2009-11-15 00:00:00   7.6293310000E+01     
2009-11-16 00:00:00   7.6293310000E+01     
2009-11-17 00:00:00   7.6293310000E+01     
2009-11-18 00:00:00   7.6293310000E+01     
2009-11-19 00:00:00   7.6293310000E+01     
2009-11-20 00:00:00   7.6293310000E+01     
2009-11-21 00:00:00   7.6293310000E+01     
2009-11-22 00:00:00   7.6293310000E+01     
2009-11-23 00:00:00   7.6293310000E+01     
2009-11-24 00:00:00   7.6293310000E+01     
2009-11-25 00:00:00   7.6293310000E+01     
2009-11-26 00:00:00   7.6293310000E+01     
2009-11-27 00:00:00   7.6293310000E+01     
2009-11-28 00:00:00   7.6293310000E+01     
2009-11-29 00:00:00   7.6293310000E+01     
2009-11-30 00:00:00   7.6143420000E+01     
2009-12-01 00:00:00   7.6143420000E+01     
2009-12-02 00:00:00   7.6143420000E+01     
2009-12-03 00:00:00   7.6143420000E+01     
2009-12-04 00:00:00   7.6143420000E+01     
2009-12-05 00:00:00   7.6143420000E+01     
2009-12-06 00:00:00   7.6143420000E+01     
2009-12-07 00:00:00   7.6143420000E+01     
2009-12-08 00:00:00   7.6143420000E+01     
2009-12-09 00:00:00   7.6143420000E+01     
2009-12-10 00:00:00   7.6143420000E+01     
2009-12-11 00:00:00   7.6143420000E+01     
2009-12-12 00:00:00   7.6143420000E+01     
2009-12-13 00:00:00   7.6143420000E+01     
2009-12-14 00:00:00   7.6143420000E+01     
2009-12-15 00:00:00   7.6143420000E+01     
2009-12-16 00:00:00   7.6143420000E+01     
2009-12-17 00:00:00   7.6143420000E+01     
2009-12-18 00:00:00   7.6143420000E+01     
2009-12-19 00:00:00   7.6143420000E+01     
2009-12-20 00:00:00   7.6143420000E+01     
2009-12-21 00:00:00   7.6143420000E+01     
2009-12-22 00:00:00   7.6143420000E+01     
2009-12-23 00:00:00   7.6143420000E+01     
2009-12-24 00:00:00   7.6143420000E+01     
2009-12-25 00:00:00   7.6143420000E+01     
2009-12-26 00:00:00   7.6143420000E+01     
2009-12-27 00:00:00   7.6143420000E+01     
2009-12-28 00:00:00   7.6143420000E+01     
2009-12-29 00:00:00   7.6143420000E+01     
2009-12-30 00:00:00   7.6143420000E+01     
2009-12-31 00:00:00   7.6236210000E+01     
2010-01-01 00:00:00   7.6236210000E+01     
2010-01-02 00:00:00   7.6236210000E+01     
2010-01-03 00:00:00   7.6236210000E+01     
2010-01-04 00:00:00   7.6236210000E+01     
2010-01-05 00:00:00   7.6236210000E+01     
2010-01-06 00:00:00   7.6236210000E+01     
2010-01-07 00:00:00   7.6236210000E+01     
2010-01-08 00:00:00   7.6236210000E+01     
2010-01-09 00:00:00   7.6236210000E+01     
2010-01-10 00:00:00   7.6236210000E+01     
2010-01-11 00:00:00   7.6236210000E+01     
2010-01-12 00:00:00   7.6236210000E+01     
2010-01-13 00:00:00   7.6236210000E+01     
2010-01-14 00:00:00   7.6236210000E+01     
2010-01-15 00:00:00   7.6236210000E+01     
2010-01-16 00:00:00   7.6236210000E+01     
2010-01-17 00:00:00   7.6236210000E+01     
2010-01-18 00:00:00   7.6236210000E+01     
2010-01-19 00:00:00   7.6236210000E+01     
2010-01-20 00:00:00   7.6236210000E+01     
2010-01-21 00:00:00   7.6236210000E+01     
2010-01-22 00:00:00   7.6236210000E+01     
2010-01-23 00:00:00   7.6236210000E+01     
2010-01-24 00:00:00   7.6236210000E+01     
2010-01-25 00:00:00   7.6236210000E+01     
2010-01-26 00:00:00   7.6236210000E+01     
2010-01-27 00:00:00   7.6236210000E+01     
2010-01-28 00:00:00   7.6236210000E+01     
2010-01-29 00:00:00   7.6236210000E+01     
2010-01-30 00:00:00   7.6236210000E+01     
2010-01-31 00:00:00   7.6663720000E+01     
2010-02-01 00:00:00   7.6663720000E+01     
2010-02-02 00:00:00   7.6663720000E+01     
2010-02-03 00:00:00   7.6663720000E+01     
2010-02-04 00:00:00   7.6663720000E+01     
2010-02-05 00:00:00   7.6663720000E+01     
2010-02-06 00:00:00   7.6663720000E+01     
2010-02-07 00:00:00   7.6663720000E+01     
2010-02-08 00:00:00   7.6663720000E+01     
2010-02-09 00:00:00   7.6663720000E+01     
2010-02-10 00:00:00   7.6663720000E+01     
2010-02-11 00:00:00   7.6663720000E+01     
2010-02-12 00:00:00   7.6663720000E+01     
2010-02-13 00:00:00   7.6663720000E+01     
2010-02-14 00:00:00   7.6663720000E+01     
2010-02-15 00:00:00   7.6663720000E+01     
2010-02-16 00:00:00   7.6663720000E+01     
2010-02-17 00:00:00   7.6663720000E+01     
2010-02-18 00:00:00   7.6663720000E+01     
2010-02-19 00:00:00   7.6663720000E+01     
2010-02-20 00:00:00   7.6663720000E+01     
2010-02-21 00:00:00   7.6663720000E+01     
2010-02-22 00:00:00   7.6663720000E+01     
2010-02-23 00:00:00   7.6663720000E+01     
2010-02-24 00:00:00   7.6663720000E+01     
2010-02-25 00:00:00   7.6663720000E+01     
2010-02-26 00:00:00   7.6663720000E+01     
2010-02-27 00:00:00   7.6663720000E+01     
2010-02-28 00:00:00   7.7335130000E+01     
2010-03-01 00:00:00   7.7335130000E+01     
2010-03-02 00:00:00   7.7335130000E+01     
2010-03-03 00:00:00   7.7335130000E+01     
2010-03-04 00:00:00   7.7335130000E+01     
2010-03-05 00:00:00   7.7335130000E+01     
2010-03-06 00:00:00   7.7335130000E+01     
2010-03-07 00:00:00   7.7335130000E+01     
2010-03-08 00:00:00   7.7335130000E+01     
2010-03-09 00:00:00   7.7335130000E+01     
2010-03-10 00:00:00   7.7335130000E+01     
2010-03-11 00:00:00   7.7335130000E+01     
2010-03-12 00:00:00   7.7335130000E+01     
2010-03-13 00:00:00   7.7335130000E+01     
2010-03-14 00:00:00   7.7335130000E+01     
2010-03-15 00:00:00   7.7335130000E+01     
2010-03-16 00:00:00   7.7335130000E+01     
2010-03-17 00:00:00   7.7335130000E+01     
2010-03-18 00:00:00   7.7335130000E+01     
2010-03-19 00:00:00   7.7335130000E+01     
2010-03-20 00:00:00   7.7335130000E+01     
2010-03-21 00:00:00   7.7335130000E+01     
2010-03-22 00:00:00   7.7335130000E+01     
2010-03-23 00:00:00   7.7335130000E+01     
2010-03-24 00:00:00   7.7335130000E+01     
2010-03-25 00:00:00   7.7335130000E+01     
2010-03-26 00:00:00   7.7335130000E+01     
